time,signal
0.0,0.8517744123860715
0.1001001001001001,0.7168785053263736
0.2002002002002002,0.0717065838144415
0.3003003003003003,3.0015612536506695
0.4004004004004004,6.2982319644426035
0.5005005005005005,2.961603280684342
0.6006006006006006,5.424570132699163
0.7007007007007008,2.0255805583323765
0.8008008008008008,3.3094729847848603
0.9009009009009009,6.758309438585029
1.001001001001001,9.351672209580482
1.1011011011011012,7.641346355652989
1.2012012012012012,6.8254554443921
1.3013013013013013,7.944514372719244
1.4014014014014016,5.910627359748514
1.5015015015015016,10.055493036868924
1.6016016016016017,11.014134015005798
1.7017017017017018,8.714882937516226
1.8018018018018018,9.013901601207865
1.9019019019019021,10.784864718541089
2.002002002002002,9.642006275751577
2.1021021021021022,10.607893654160902
2.2022022022022023,15.126000548660407
2.3023023023023024,10.580049426207294
2.4024024024024024,10.46572461754022
2.5025025025025025,9.956155278266907
2.6026026026026026,12.768912394583609
2.702702702702703,10.907907357503912
2.802802802802803,9.922212717733617
2.902902902902903,13.775339045018663
3.0030030030030033,13.84542508352989
3.1031031031031033,9.641274149617768
3.2032032032032034,6.908204533500527
3.3033033033033035,12.419728038103626
3.4034034034034035,8.76424377404392
3.5035035035035036,11.410214290815356
3.6036036036036037,5.552274232121298
3.7037037037037037,10.910782944180959
3.8038038038038042,6.30758721497223
3.9039039039039043,9.768801048528838
4.004004004004004,7.8880289130932635
4.104104104104104,5.480650817279983
4.2042042042042045,6.082401099136637
4.3043043043043046,7.758095626630899
4.404404404404405,6.069492226684861
4.504504504504505,6.484318409265054
4.604604604604605,8.714049328871774
4.704704704704705,1.0686371969651751
4.804804804804805,6.860202796124224
4.904904904904905,3.2583089763309774
5.005005005005005,0.6734870837788862
5.105105105105105,-0.7679896351916293
5.205205205205205,0.9385888682298464
5.305305305305305,2.589406426170927
5.405405405405406,-0.07217615190362175
5.505505505505506,2.652012170932553
5.605605605605606,-3.8135189153759974
5.705705705705706,-1.4615285834625193
5.805805805805806,-4.451355353098216
5.9059059059059065,-1.7093455053992788
6.0060060060060065,-1.1315625668619773
6.106106106106107,-4.192224801039312
6.206206206206207,-8.97916949644227
6.306306306306307,-3.765703814270644
6.406406406406407,-3.6540476272169577
6.506506506506507,-4.0522891014520095
6.606606606606607,-2.6905812163529923
6.706706706706707,-7.5720437917724315
6.806806806806807,-4.30256201346459
6.906906906906907,-3.4751844161891365
7.007007007007007,-9.577749493354045
7.107107107107107,-5.5039831111853665
7.207207207207207,-7.23601323636878
7.307307307307307,-6.43618856138484
7.407407407407407,-5.584024911932305
7.507507507507508,-7.22059211923049
7.6076076076076085,-7.524764246482034
7.7077077077077085,-5.992802247143945
7.807807807807809,-8.084149781357295
7.907907907907909,-7.891051787789318
8.008008008008009,-4.132145833631121
8.108108108108109,-7.522424289228352
8.208208208208209,-3.5894621707678107
