SiO2,TiO2,Al2O3,FeO,MgO,CaO,Na2O,K2O
1.3535768343796566,28.958121870922803,8.751781249311312,21.780753596269353,4.797266078649478,28.091843214797258,6.131137114743727,0.13552004092642084
20.885935033929766,0.8479209023926917,3.4071953582714953,26.54666304073486,26.643896798183253,7.546844650333913,8.851007234198843,5.270536981955177
4.8450739328964785,5.563599482204644,15.585922910683156,19.488454679169205,21.89488182958104,21.764137862904562,1.3352670345689628,9.52266226799194
1.0273497811042294,13.819975118752614,10.095661378385351,37.89402061137012,7.489864787198074,2.1576839879817924,2.6741459484408736,24.841298386766965
17.58680814987458,1.9471346039368973,1.6046205116343433,22.048830154810084,1.3797972230375717,31.509329804502084,22.373775640806826,1.5497039113976139
0.5674785145274354,27.623498846538595,3.0010563731773305,2.9640433964735258,10.72545467747314,18.832964690082544,27.3246678889422,8.960835612785218
7.157826315836615,1.322228170309654,22.765159539914954,12.394626170207236,8.37114711995828,35.91245721985026,1.7875604166303054,10.288995047292698
0.2688649784857144,14.8895750195492,1.364515424065813,2.978388801925848,2.943899102198672,24.666308683535117,32.27243855567185,20.616009434567797
24.843876678271794,3.5641421252670864,2.5526450259057984,15.39695227592022,1.9200234764287394,25.057437693757983,0.0927756773586952,26.57214704708968
0.3373888543308873,16.959460734854492,5.736530287278372,37.90608983680325,0.5862484329790811,6.172166488207315,26.63975814678044,5.662357218766161
13.514810768965669,16.200717048605025,8.252537227854027,13.447359579558338,11.951755279766543,31.508690874493016,0.6332618263476452,4.4908673944097135
35.83835571984612,26.361935305891294,7.25566922712097,11.54766122500012,3.875813803816227,2.4863090551618012,7.433230821440684,5.20102484172279
,0.6261773881884066,28.3594954518454,33.14859159301841,9.269081838645967,5.943398055959631,2.8659984738548463,13.00687526677356
10.254738790785758,1.576625940135706,21.483505549198227,15.359900097793716,26.57776213927671,11.492013502602646,8.443121535372041,4.812332444835177
23.581099523667472,17.564631449314998,0.4042828263703899,0.2334575602967408,4.12686320862661,14.53515214539181,38.13031272073604,1.424200565595938
8.98073547650843,4.775325757823601,34.89523975154366,18.38440125206424,18.148130062081396,6.29855270067186,5.336656368590638,3.180958630716174
0.25479482863183356,8.783817069866243,7.3597863373049135,35.884987557975485,25.00603505816142,3.559549215421645,6.434018413656009,12.71701151898246
22.824309561888576,3.4228832321458444,7.213431893881683,1.6659094336285276,37.104190201176436,11.224981297647576,3.127170839748882,
12.834632454266062,5.911824494540558,,14.844757995697632,9.794062901720515,19.72926486769853,9.790055688782601,25.488335187362836
,12.133489525326047,30.849247071321688,7.615871371271277,2.1210449187643325,0.43050971252541864,20.741361236832724,14.275119156771105
30.329438003990955,5.964971511382959,3.6518048995372587,0.36493691954869406,10.752405871541018,22.202801033176712,12.403662637375657,14.32997912344674
20.439717023213902,3.7313717401420097,6.288861615969391,13.343183030031772,4.402313055172096,8.481523303028144,17.285189824191356,26.027840408251336
1.7009865430968207,27.925262350275354,7.244213598352903,3.1942355093252233,6.571484857752412,41.84682304487294,7.25478328145394,4.262210814870392
33.783916422987225,9.24579183737639,2.656132384323649,4.645149029117896,4.612937024871059,5.546896742391417,5.031804132890588,34.47737242604178
3.9486399523559492,8.342733947717983,44.66959846104779,12.635506208015885,21.662131951198084,3.7201194075706523,4.200504297456307,
8.299754323966614,14.646355359909908,8.737711058107342,4.166124184556965,5.766010823889955,27.701947515597674,10.364961186192206,20.317135547779333
7.610588510387418,12.747178551049801,0.4360370685317691,17.4661086818323,10.748177221603394,,22.485150850233104,27.579411095824923
1.2676011487807635,6.520287246168327,33.00472866513626,27.743515960238003,4.102716839903484,4.724610007206537,9.308165942658034,13.328374189908606
13.275454676561052,6.345635440182627,8.55928980405332,18.971993901318104,0.5152045584192504,4.0107046538778555,17.22486102108655,31.09685594450125
17.881692009948154,18.9481981299672,2.8280574965056164,14.797312956802752,18.975073756648197,6.9276812015169265,7.825329596548484,11.816654852062678
0.37408545371570856,7.172068624365971,4.382984605820167,7.3201220747890785,2.353571014460542,40.81342488629945,16.612582284633138,20.971161055915953
25.68150873019668,11.383743540562397,1.5001347911742406,12.707189635334709,14.582351136533228,22.571891779610453,9.32155077100566,2.2516296155826314
3.8733379862808803,5.2352252382677085,12.048683356914445,9.815367535838734,5.108636223073592,49.97376169951051,10.802394830214512,3.142593129899603
2.87478073648487,4.442697217318551,7.560532661210124,4.6911357660156074,5.530108777468838,8.987946917201803,5.0992167620674405,60.813581162232765
0.7262954184860955,6.455818539704565,4.587823710078956,35.071708139695964,1.0319007765486974,4.405045947809804,30.299114700461775,17.42229276721414
21.423055065966444,3.7617605206612814,2.363429608921365,13.930391509124728,33.42590301764022,10.261527709527389,,4.142633666508409
31.416259257930623,4.433207433126185,8.372562752240164,11.863345938261313,15.167526600868033,5.943240108173387,2.6114661886408403,20.192391720759453
10.00686478073259,25.576755927581008,4.926538391881633,19.278990397062675,22.34736374121835,,12.058411408416536,4.241454979225312
0.6242934506103671,43.87354121421215,3.7104466693103264,15.829165377171748,2.802299445545928,10.90965800486857,13.616948714829785,8.633647123451123
5.892833616797244,4.903401908564751,3.9637131868825075,24.50561830360876,16.403932038222443,30.97829384559511,1.226211595570947,12.125995504758231
31.512289014808797,,0.778274071838119,15.284833592093868,9.663935831575008,20.857299868344686,1.7028780536060601,17.938903981157313
3.388864645792898,2.68959157028648,2.7005696124911958,25.360123873519573,16.467473368942027,11.142359142130505,6.688964599489347,31.56205318734799
7.908500589721301,26.917775528509235,9.177544104755198,7.5086707445275,9.858171623163475,5.69190006470054,21.85022196981231,11.087215374810448
2.612532008785946,22.72339127756032,4.788525810015249,7.754099310337955,23.426899141003123,9.677263163714846,1.2290826607772147,27.78820662780535
11.418413803601739,4.7129221365214855,1.733162012590474,18.258810845421095,11.183806534432545,8.810606407123691,25.924060126246175,17.958218134062808
2.4941846406328465,5.664335220189046,4.331613208117583,20.657609727923827,0.5171731978188993,12.793242779106661,21.795528235646604,31.746312990564547
